Area Name,Last residence,Total migrants Persons,Total migrants Males,Total migrantsFemales,Work/employment Persons,Work/employment Males,Work/employment Females,Business Persons,Business Males,Business Females,Education Persons,Education Males,Education Females,Marriage Persons,Marriage Males,Marriage Females,Moved after birth Persons,Moved after birth Males,Moved after birth Females,Moved with householdPersons,Moved with household Males,Moved with household Females,Others Persons,Others Males,Others Females
lakshadweep,chhattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,madhya pradesh,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,gujarat,13,9,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0
lakshadweep,daman & diu,28,28,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
lakshadweep,dadra & nagar haveli,28,28,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
lakshadweep,maharashtra,853,840,13,154,154,0,7,7,0,1,1,0,1,1,0,0,0,0,12,5,7,678,672,6
lakshadweep,andhra pradesh,22,16,6,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,4,8,6,2
lakshadweep,karnataka,352,290,62,198,196,2,1,1,0,32,20,12,11,3,8,3,2,1,46,20,26,61,48,13
lakshadweep,goa,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
lakshadweep,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakshadweep,kerala,3592,2496,1096,1436,1360,76,6,6,0,279,198,81,69,7,62,214,110,104,773,294,479,815,521,294
lakshadweep,tamil nadu,345,329,16,261,261,0,1,1,0,11,10,1,1,0,1,3,2,1,20,8,12,48,47,1
lakshadweep,puducherry,9,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
lakshadweep,andaman & nicobar islands,47,39,8,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,13,5,8,15,15,0
madhya pradesh,jammu & kashmir,5398,2661,2737,937,865,72,25,19,6,111,87,24,376,6,370,94,59,35,3217,1199,2018,638,426,212
madhya pradesh,himachal pradesh,3598,1778,1820,754,717,37,22,15,7,128,97,31,435,2,433,71,35,36,1795,659,1136,393,253,140
madhya pradesh,punjab,30922,15369,15553,7170,6634,536,508,444,64,254,179,75,5672,71,5601,768,463,305,12313,5029,7284,4237,2549,1688
madhya pradesh,chandigargh,1894,858,1036,369,328,41,17,12,5,28,15,13,255,5,250,59,36,23,938,346,592,228,116,112
madhya pradesh,uttranchal,13896,6813,7083,3649,3446,203,97,79,18,311,232,79,2460,22,2438,306,175,131,5460,1904,3556,1613,955,658
madhya pradesh,haryana,19168,9117,10051,3639,3412,227,332,299,33,310,224,86,3275,39,3236,481,299,182,8555,3418,5137,2576,1426,1150
madhya pradesh,nct of delhi,21435,8954,12481,3765,3386,379,295,240,55,593,402,191,5464,45,5419,769,455,314,7493,2857,4636,3056,1569,1487
madhya pradesh,rajasthan,335849,90615,245234,41212,36932,4280,2577,2185,392,2100,1613,487,180913,1431,179482,15065,8896,6169,52941,20915,32026,41041,18643,22398
madhya pradesh,uttar pradesh,849232,260376,588856,141646,132714,8932,6830,5907,923,11421,9449,1972,430503,4407,426096,12992,7739,5253,165637,61028,104609,80203,39132,41071
madhya pradesh,bihar,93339,51689,41650,31844,30567,1277,961,893,68,1830,1557,273,15409,156,15253,2507,1419,1088,30395,10561,19834,10393,6536,3857
madhya pradesh,sikkim,269,131,138,45,40,5,3,3,0,12,8,4,16,0,16,1,0,1,160,59,101,32,21,11
madhya pradesh,arunachal pradesh,257,137,120,37,32,5,3,1,2,27,23,4,11,1,10,1,1,0,153,58,95,25,21,4
madhya pradesh,nagaland,215,120,95,47,47,0,1,1,0,21,18,3,9,0,9,3,2,1,108,38,70,26,14,12
madhya pradesh,manipur,401,210,191,43,37,6,0,0,0,172,111,61,31,1,30,9,4,5,106,34,72,40,23,17
madhya pradesh,mizoram,86,47,39,14,10,4,0,0,0,21,13,8,3,0,3,0,0,0,32,13,19,16,11,5
madhya pradesh,tripura,349,200,149,84,80,4,0,0,0,25,21,4,38,0,38,4,4,0,165,72,93,33,23,10
madhya pradesh,meghalaya,377,197,180,56,53,3,1,1,0,40,29,11,24,1,23,9,5,4,201,74,127,46,34,12
madhya pradesh,assam,4539,2250,2289,898,824,74,38,33,5,152,114,38,531,9,522,94,58,36,2338,889,1449,488,323,165
madhya pradesh,west bengal,37339,19329,18010,12184,11462,722,653,585,68,487,356,131,7220,57,7163,1133,618,515,11592,3819,7773,4070,2432,1638
madhya pradesh,jharkhand,23789,12752,11037,7919,7268,651,266,242,24,776,602,174,3405,41,3364,602,335,267,8631,2900,5731,2190,1364,826
madhya pradesh,odisha,16330,8536,7794,6173,5786,387,71,65,6,340,231,109,3420,33,3387,348,174,174,4416,1412,3004,1562,835,727
madhya pradesh,chhattisgarh,190014,77417,112597,44084,37834,6250,963,724,239,6478,4372,2106,58859,852,58007,5751,3206,2545,54710,20506,34204,19169,9923,9246
madhya pradesh,madhya pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madhya pradesh,gujarat,53063,18816,34247,6876,6205,671,890,784,106,363,243,120,20749,170,20579,3848,2280,1568,12094,4758,7336,8243,4376,3867
madhya pradesh,daman & diu,23,14,9,5,5,0,1,1,0,3,1,2,4,1,3,6,3,3,1,0,1,3,3,0
madhya pradesh,dadra & nagar haveli,137,47,90,16,14,2,1,1,0,3,3,0,55,1,54,13,6,7,27,8,19,22,14,8
madhya pradesh,maharashtra,373781,111622,262159,52355,46414,5941,1873,1423,450,1972,1316,656,181159,1881,179278,31151,18237,12914,66602,24734,41868,38669,17617,21052
madhya pradesh,andhra pradesh,45792,13871,31921,6992,5971,1021,231,183,48,437,340,97,21303,159,21144,2658,1582,1076,8507,3038,5469,5664,2598,3066
madhya pradesh,karnataka,10536,4220,6316,2059,1818,241,68,53,15,345,256,89,3262,25,3237,429,239,190,3079,1152,1927,1294,677,617
madhya pradesh,goa,589,274,315,131,105,26,7,6,1,18,5,13,92,2,90,17,9,8,240,98,142,84,49,35
madhya pradesh,lakshadweep,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
madhya pradesh,kerala,24603,11694,12909,9871,7102,2769,153,120,33,1393,703,690,3562,44,3518,1230,632,598,5433,1732,3701,2961,1361,1600
madhya pradesh,tamil nadu,11885,6134,5751,3756,3370,386,175,149,26,228,164,64,1760,16,1744,524,284,240,3907,1247,2660,1535,904,631
madhya pradesh,puducherry,88,39,49,15,14,1,1,1,0,4,4,0,19,0,19,3,2,1,26,6,20,20,12,8
madhya pradesh,andaman & nicobar islands,155,77,78,14,10,4,1,1,0,41,29,12,11,0,11,5,3,2,63,20,43,20,14,6
maharashtra,jammu & kashmir,15818,9352,6466,4163,3992,171,204,187,17,1761,1165,596,1264,21,1243,502,288,214,5537,2100,3437,2387,1599,788
maharashtra,himachal pradesh,13616,8170,5446,4356,4217,139,134,122,12,1235,1056,179,2092,24,2068,736,455,281,3398,1265,2133,1665,1031,634
maharashtra,punjab,67881,36867,31014,18823,18051,772,1537,1417,120,1527,1130,397,12133,137,11996,4176,2534,1642,20383,8070,12313,9302,5528,3774
maharashtra,chandigargh,5713,2965,2748,1321,1206,115,64,55,9,267,181,86,708,8,700,348,206,142,2286,883,1403,719,426,293
maharashtra,uttranchal,35690,21723,13967,14252,13931,321,216,188,28,879,693,186,5838,54,5784,1508,918,590,8270,3041,5229,4727,2898,1829
maharashtra,haryana,39839,21989,17850,10956,10360,596,941,867,74,1067,815,252,5968,59,5909,2402,1438,964,13263,5246,8017,5242,3204,2038
maharashtra,nct of delhi,69266,35758,33508,16772,15311,1461,1276,1169,107,3739,2627,1112,10435,116,10319,4326,2442,1884,23887,9205,14682,8831,4888,3943
maharashtra,rajasthan,431190,262366,168824,145139,141595,3544,20744,19951,793,6375,5486,889,73505,754,72751,36734,22195,14539,96815,40017,56798,51878,32368,19510
maharashtra,uttar pradesh,2072193,1425826,646367,1005359,988814,16545,22930,21588,1342,20026,17044,2982,281988,3638,278350,103741,61832,41909,367062,149877,217185,271087,183033,88054
maharashtra,bihar,361351,272379,88972,206374,203188,3186,2339,2202,137,6802,6061,741,31806,453,31353,13250,7518,5732,60894,24080,36814,39886,28877,11009
maharashtra,sikkim,636,364,272,170,154,16,7,7,0,75,51,24,54,0,54,31,16,15,172,56,116,127,80,47
maharashtra,arunachal pradesh,797,455,342,197,186,11,3,2,1,107,77,30,75,0,75,47,24,23,292,115,177,76,51,25
maharashtra,nagaland,851,513,338,157,140,17,5,5,0,285,192,93,35,0,35,12,6,6,264,105,159,93,65,28
maharashtra,manipur,2076,1335,741,481,435,46,17,15,2,810,534,276,129,2,127,45,25,20,310,134,176,284,190,94
maharashtra,mizoram,602,357,245,63,56,7,2,2,0,353,223,130,21,0,21,5,3,2,107,40,67,51,33,18
maharashtra,tripura,1243,725,518,387,371,16,10,8,2,103,76,27,124,1,123,52,23,29,376,133,243,191,113,78
maharashtra,meghalaya,1486,784,702,306,255,51,5,5,0,295,192,103,110,0,110,28,11,17,574,224,350,168,97,71
maharashtra,assam,17055,10203,6852,5461,5154,307,200,183,17,1452,1111,341,1444,21,1423,536,311,225,5783,2073,3710,2179,1350,829
maharashtra,west bengal,209044,138563,70481,104726,100172,4554,2772,2553,219,3974,3021,953,27020,281,26739,8655,4759,3896,39817,14318,25499,22080,13459,8621
maharashtra,jharkhand,58208,42470,15738,32110,30990,1120,439,411,28,2720,2050,670,5184,72,5112,2073,1144,929,9801,3801,6000,5881,4002,1879
maharashtra,odisha,91170,61631,29539,48115,46010,2105,384,339,45,1502,1214,288,12379,110,12269,4126,2304,1822,14913,5447,9466,9751,6207,3544
maharashtra,chhattisgarh,205337,98339,106998,69419,52385,17034,599,506,93,1605,1146,459,32613,707,31906,10886,5929,4957,69102,26137,42965,21113,11529,9584
maharashtra,madhya pradesh,589745,257510,332235,151410,130308,21102,3255,2874,381,7768,5946,1822,178931,2322,176609,39344,23391,15953,142954,56946,86008,66083,35723,30360
maharashtra,gujarat,849045,411645,437400,181406,171800,9606,22582,21211,1371,16840,13273,3567,222916,2617,220299,101729,60411,41318,183078,76749,106329,120494,65584,54910
maharashtra,daman & diu,1924,921,1003,398,367,31,27,21,6,67,50,17,480,3,477,216,132,84,437,188,249,299,160,139
maharashtra,dadra & nagar haveli,1624,509,1115,200,190,10,3,3,0,43,30,13,728,17,711,116,62,54,206,91,115,328,116,212
maharashtra,maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maharashtra,andhra pradesh,431774,205836,225938,129525,113937,15588,2569,2220,349,4753,3625,1128,107766,1402,106364,33698,19121,14577,100340,37406,62934,53123,28125,24998
maharashtra,karnataka,1165351,536236,629115,317020,273129,43891,6245,5418,827,11330,8441,2889,314494,2489,312005,135184,79474,55710,235617,92281,143336,145461,75004,70457
maharashtra,goa,60585,25369,35216,12545,10858,1687,289,234,55,2074,1419,655,18019,189,17830,7796,4272,3524,10669,3960,6709,9193,4437,4756
maharashtra,lakshadweep,68,42,26,27,26,1,1,1,0,2,2,0,6,0,6,4,3,1,18,4,14,10,6,4
maharashtra,kerala,258952,146458,112494,106853,96601,10252,2218,2052,166,5366,3259,2107,47695,478,47217,26557,14280,12277,42805,14837,27968,27458,14951,12507
maharashtra,tamil nadu,249989,139438,110551,92765,86718,6047,2480,2288,192,2470,1679,791,49592,582,49010,21494,11852,9642,49747,18276,31471,31441,18043,13398
maharashtra,puducherry,1766,976,790,511,478,33,19,17,2,65,55,10,330,5,325,170,96,74,399,170,229,272,155,117
maharashtra,andaman & nicobar islands,1254,603,651,187,173,14,9,8,1,80,54,26,61,1,60,36,22,14,730,259,471,151,86,65
manipur,jammu & kashmir,62,47,15,7,7,0,2,2,0,0,0,0,1,0,1,1,1,0,22,9,13,29,28,1
manipur,himachal pradesh,76,55,21,11,11,0,1,1,0,1,0,1,4,0,4,0,0,0,16,4,12,43,39,4
manipur,punjab,170,102,68,13,11,2,10,8,2,1,0,1,16,0,16,2,1,1,33,12,21,95,70,25
manipur,chandigargh,26,12,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,10,5,5,14,6,8
manipur,uttranchal,394,248,146,18,17,1,7,6,1,2,1,1,3,0,3,1,0,1,89,38,51,274,186,88
manipur,haryana,189,130,59,11,10,1,25,23,2,3,1,2,7,0,7,0,0,0,60,25,35,83,71,12
manipur,nct of delhi,155,89,66,16,15,1,8,6,2,5,2,3,17,0,17,0,0,0,29,16,13,80,50,30
manipur,rajasthan,638,392,246,38,35,3,128,117,11,3,3,0,46,0,46,2,2,0,87,41,46,334,194,140
manipur,uttar pradesh,797,523,274,110,106,4,98,83,15,11,10,1,50,5,45,1,1,0,197,83,114,330,235,95
manipur,bihar,1902,1340,562,351,328,23,470,416,54,3,3,0,112,5,107,11,8,3,313,130,183,642,450,192
manipur,sikkim,125,70,55,16,15,1,6,4,2,0,0,0,24,2,22,1,0,1,53,32,21,25,17,8
manipur,arunachal pradesh,355,198,157,11,6,5,0,0,0,29,28,1,26,0,26,0,0,0,47,23,24,242,141,101
manipur,nagaland,627,298,329,50,33,17,7,4,3,36,29,7,106,7,99,4,3,1,189,83,106,235,139,96
manipur,manipur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipur,mizoram,435,209,226,70,40,30,14,9,5,11,9,2,53,4,49,0,0,0,126,73,53,161,74,87
manipur,tripura,646,352,294,98,82,16,21,17,4,9,8,1,102,4,98,0,0,0,242,120,122,174,121,53
manipur,meghalaya,733,344,389,33,12,21,9,6,3,4,2,2,80,8,72,6,3,3,217,114,103,384,199,185
manipur,assam,5057,2339,2718,633,565,68,291,258,33,25,9,16,1504,56,1448,18,14,4,1460,786,674,1126,651,475
manipur,west bengal,703,379,324,108,101,7,45,40,5,6,6,0,80,3,77,1,1,0,139,61,78,324,167,157
manipur,jharkhand,242,192,50,124,119,5,12,10,2,0,0,0,19,7,12,0,0,0,28,10,18,59,46,13
manipur,odisha,117,73,44,24,22,2,6,4,2,4,3,1,5,1,4,0,0,0,36,12,24,42,31,11
manipur,chhattisgarh,17,11,6,2,2,0,1,1,0,0,0,0,3,0,3,0,0,0,2,1,1,9,7,2
manipur,madhya pradesh,140,115,25,16,13,3,2,1,1,2,2,0,6,0,6,0,0,0,14,4,10,100,95,5
manipur,gujarat,47,30,17,5,5,0,2,2,0,1,1,0,1,0,1,0,0,0,16,5,11,22,17,5
manipur,daman & diu,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
manipur,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipur,maharashtra,272,178,94,7,6,1,1,1,0,2,2,0,10,0,10,1,1,0,34,9,25,217,159,58
manipur,andhra pradesh,183,147,36,7,6,1,10,7,3,0,0,0,6,0,6,1,0,1,24,9,15,135,125,10
manipur,karnataka,64,41,23,2,2,0,0,0,0,5,3,2,1,0,1,0,0,0,25,9,16,31,27,4
manipur,goa,5,3,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
manipur,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipur,kerala,270,160,110,74,52,22,7,6,1,0,0,0,14,1,13,3,2,1,27,8,19,145,91,54
manipur,tamil nadu,331,197,134,29,25,4,81,62,19,3,3,0,27,1,26,0,0,0,109,41,68,82,65,17
manipur,puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipur,andaman & nicobar islands,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
meghalaya,jammu & kashmir,329,159,170,41,40,1,2,2,0,11,9,2,12,0,12,5,4,1,184,64,120,74,40,34
meghalaya,himachal pradesh,338,188,150,57,55,2,6,6,0,23,12,11,16,2,14,1,0,1,121,48,73,114,65,49
meghalaya,punjab,1131,620,511,246,197,49,28,25,3,22,11,11,104,13,91,30,18,12,330,98,232,371,258,113
meghalaya,chandigargh,74,34,40,16,15,1,8,6,2,6,2,4,4,0,4,4,3,1,24,3,21,12,5,7
meghalaya,uttranchal,913,538,375,124,116,8,12,12,0,23,12,11,82,2,80,15,6,9,231,80,151,426,310,116
meghalaya,haryana,639,340,299,102,99,3,27,27,0,30,21,9,51,1,50,16,8,8,236,77,159,177,107,70
meghalaya,nct of delhi,533,276,257,104,92,12,21,18,3,27,17,10,49,6,43,23,11,12,177,59,118,132,73,59
meghalaya,rajasthan,2176,1340,836,459,445,14,323,320,3,44,27,17,265,8,257,48,27,21,545,195,350,492,318,174
meghalaya,uttar pradesh,3051,1746,1305,696,666,30,192,188,4,87,58,29,345,19,326,83,51,32,785,259,526,863,505,358
meghalaya,bihar,11244,7489,3755,3639,3527,112,960,926,34,130,98,32,1415,37,1378,198,112,86,1970,808,1162,2932,1981,951
meghalaya,sikkim,210,171,39,31,26,5,2,1,1,5,3,2,13,3,10,1,1,0,19,7,12,139,130,9
meghalaya,arunachal pradesh,457,241,216,78,57,21,13,11,2,67,39,28,22,4,18,8,6,2,127,43,84,142,81,61
meghalaya,nagaland,1496,883,613,163,130,33,20,15,5,614,357,257,71,15,56,24,16,8,216,89,127,388,261,127
meghalaya,manipur,3670,2148,1522,568,444,124,60,49,11,1153,745,408,193,29,164,51,30,21,664,235,429,981,616,365
meghalaya,mizoram,1591,835,756,273,211,62,16,8,8,338,185,153,136,10,126,14,7,7,314,102,212,500,312,188
meghalaya,tripura,2335,1461,874,627,593,34,161,152,9,297,237,60,372,29,343,25,11,14,372,149,223,481,290,191
meghalaya,meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meghalaya,assam,43185,22175,21010,8720,7566,1154,2198,2031,167,779,525,254,11436,1669,9767,498,285,213,7878,3357,4521,11676,6742,4934
meghalaya,west bengal,5357,2852,2505,1310,1196,114,419,397,22,102,57,45,1198,70,1128,111,58,53,930,337,593,1287,737,550
meghalaya,jharkhand,802,516,286,337,318,19,11,11,0,60,33,27,63,5,58,10,5,5,164,48,116,157,96,61
meghalaya,odisha,443,266,177,132,125,7,8,7,1,7,7,0,38,6,32,7,6,1,93,23,70,158,92,66
meghalaya,chhattisgarh,46,25,21,10,9,1,1,1,0,3,2,1,4,0,4,2,2,0,13,4,9,13,7,6
meghalaya,madhya pradesh,298,168,130,56,55,1,8,8,0,16,14,2,17,0,17,2,2,0,115,39,76,84,50,34
meghalaya,gujarat,247,133,114,40,39,1,4,3,1,25,17,8,7,0,7,11,8,3,99,26,73,61,40,21
meghalaya,daman & diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meghalaya,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meghalaya,maharashtra,434,216,218,90,83,7,7,7,0,8,4,4,34,4,30,12,2,10,136,39,97,147,77,70
meghalaya,andhra pradesh,344,179,165,85,79,6,5,4,1,4,2,2,20,1,19,7,3,4,125,36,89,98,54,44
meghalaya,karnataka,319,198,121,103,97,6,12,8,4,3,2,1,20,4,16,9,5,4,73,21,52,99,61,38
meghalaya,goa,31,19,12,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,12,6,6,9,5,4
meghalaya,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meghalaya,kerala,911,501,410,277,219,58,9,9,0,50,17,33,58,9,49,15,9,6,205,63,142,297,175,122
meghalaya,tamil nadu,464,256,208,130,122,8,5,4,1,23,8,15,38,3,35,13,6,7,118,38,80,137,75,62
meghalaya,puducherry,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0
meghalaya,andaman & nicobar islands,9,4,5,3,2,1,0,0,0,0,0,0,0,0,0,2,1,1,4,1,3,0,0,0
mizoram,jammu & kashmir,124,85,39,7,6,1,0,0,0,2,1,1,1,0,1,0,0,0,57,23,34,57,55,2
mizoram,himachal pradesh,111,62,49,31,27,4,1,0,1,6,4,2,11,1,10,1,1,0,51,24,27,10,5,5
mizoram,punjab,93,52,41,25,22,3,0,0,0,1,1,0,5,0,5,1,1,0,43,18,25,18,10,8
mizoram,chandigargh,14,10,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,5,5,0
mizoram,uttranchal,167,96,71,54,47,7,2,1,1,1,0,1,15,4,11,2,0,2,47,12,35,46,32,14
mizoram,haryana,77,47,30,21,19,2,2,2,0,2,2,0,3,1,2,0,0,0,33,13,20,16,10,6
mizoram,nct of delhi,159,91,68,44,38,6,1,1,0,4,3,1,8,0,8,2,0,2,79,34,45,21,15,6
mizoram,rajasthan,134,92,42,33,30,3,22,20,2,4,2,2,4,0,4,0,0,0,43,17,26,28,23,5
mizoram,uttar pradesh,466,293,173,165,150,15,5,4,1,7,7,0,38,2,36,7,3,4,151,62,89,93,65,28
mizoram,bihar,1543,1227,316,838,815,23,68,65,3,14,8,6,88,12,76,8,5,3,269,104,165,258,218,40
mizoram,sikkim,38,23,15,13,12,1,0,0,0,2,0,2,4,2,2,1,0,1,11,4,7,7,5,2
mizoram,arunachal pradesh,248,127,121,65,50,15,3,1,2,39,15,24,13,5,8,3,1,2,93,37,56,32,18,14
mizoram,nagaland,404,202,202,93,61,32,3,2,1,38,16,22,9,0,9,3,1,2,192,87,105,66,35,31
mizoram,manipur,9640,5161,4479,1680,1260,420,172,115,57,332,159,173,510,82,428,55,26,29,4681,2275,2406,2210,1244,966
mizoram,mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mizoram,tripura,3308,1816,1492,614,486,128,37,32,5,175,95,80,273,47,226,24,8,16,1606,810,796,579,338,241
mizoram,meghalaya,2084,1086,998,481,349,132,51,31,20,81,40,41,136,17,119,33,15,18,978,445,533,324,189,135
mizoram,assam,13067,9721,3346,6724,6266,458,586,562,24,135,81,54,626,70,556,95,51,44,2863,1294,1569,2038,1397,641
mizoram,west bengal,751,501,250,307,288,19,31,23,8,14,9,5,87,13,74,18,10,8,172,64,108,122,94,28
mizoram,jharkhand,1708,1548,160,1195,1178,17,7,7,0,5,3,2,47,19,28,4,2,2,135,48,87,315,291,24
mizoram,odisha,136,95,41,79,71,8,2,2,0,1,0,1,4,0,4,0,0,0,35,14,21,15,8,7
mizoram,chhattisgarh,12,8,4,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0
mizoram,madhya pradesh,113,64,49,31,23,8,3,3,0,3,2,1,11,2,9,6,2,4,36,18,18,23,14,9
mizoram,gujarat,12,8,4,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,5,3,2,2,2,0
mizoram,daman & diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mizoram,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mizoram,maharashtra,178,89,89,37,29,8,2,1,1,23,11,12,12,3,9,5,3,2,68,26,42,31,16,15
mizoram,andhra pradesh,62,38,24,19,19,0,0,0,0,0,0,0,1,0,1,1,1,0,21,10,11,20,8,12
mizoram,karnataka,59,30,29,25,12,13,0,0,0,3,3,0,1,0,1,0,0,0,17,8,9,13,7,6
mizoram,goa,21,7,14,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,14,5,9,4,0,4
mizoram,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mizoram,kerala,431,240,191,173,143,30,2,1,1,2,2,0,48,2,46,16,13,3,129,45,84,61,34,27
mizoram,tamil nadu,131,87,44,54,48,6,0,0,0,3,3,0,9,2,7,7,3,4,26,9,17,32,22,10
mizoram,puducherry,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mizoram,andaman & nicobar islands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
nagaland,jammu & kashmir,260,167,93,60,55,5,7,6,1,4,4,0,9,0,9,9,5,4,104,41,63,67,56,11
nagaland,himachal pradesh,338,208,130,28,25,3,8,4,4,7,6,1,15,1,14,13,9,4,97,22,75,170,141,29
nagaland,punjab,480,285,195,110,102,8,21,19,2,5,3,2,26,1,25,13,8,5,173,60,113,132,92,40
nagaland,chandigargh,29,15,14,5,5,0,3,3,0,0,0,0,4,0,4,1,0,1,10,4,6,6,3,3
nagaland,uttranchal,1773,1026,747,217,189,28,68,63,5,51,38,13,115,6,109,14,8,6,517,173,344,791,549,242
nagaland,haryana,520,326,194,88,80,8,42,41,1,8,7,1,37,0,37,4,3,1,145,47,98,196,148,48
nagaland,nct of delhi,224,147,77,77,70,7,15,15,0,2,2,0,11,0,11,3,2,1,59,25,34,57,33,24
nagaland,rajasthan,2739,1861,878,412,398,14,772,749,23,20,16,4,234,4,230,71,38,33,544,218,326,686,438,248
nagaland,uttar pradesh,4917,3176,1741,1230,1158,72,548,517,31,32,21,11,392,3,389,103,51,52,1041,405,636,1571,1021,550
nagaland,bihar,12182,8852,3330,3879,3737,142,2138,2059,79,87,66,21,903,21,882,223,137,86,1747,608,1139,3205,2224,981
nagaland,sikkim,117,63,54,23,22,1,3,2,1,2,0,2,9,0,9,1,0,1,48,18,30,31,21,10
nagaland,arunachal pradesh,630,326,304,58,51,7,4,4,0,29,14,15,24,1,23,0,0,0,83,22,61,432,234,198
nagaland,nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nagaland,manipur,6699,3606,3093,1712,1371,341,434,326,108,274,149,125,624,14,610,75,41,34,1653,670,983,1927,1035,892
nagaland,mizoram,248,130,118,49,40,9,12,11,1,30,17,13,22,0,22,5,3,2,45,14,31,85,45,40
nagaland,tripura,2188,1429,759,656,627,29,349,335,14,10,5,5,259,3,256,12,6,6,383,117,266,519,336,183
nagaland,meghalaya,596,319,277,164,127,37,12,10,2,35,20,15,66,1,65,7,2,5,130,50,80,182,109,73
nagaland,assam,35249,21287,13962,10618,9342,1276,4125,3889,236,228,159,69,4374,73,4301,482,251,231,6784,2443,4341,8638,5130,3508
nagaland,west bengal,3673,2223,1450,1158,1051,107,407,373,34,39,27,12,424,6,418,41,23,18,738,208,530,866,535,331
nagaland,jharkhand,2471,1810,661,864,820,44,241,226,15,15,13,2,179,1,178,29,16,13,401,154,247,742,580,162
nagaland,odisha,1519,952,567,520,488,32,103,94,9,10,8,2,171,1,170,13,10,3,302,91,211,400,260,140
nagaland,chhattisgarh,147,90,57,53,47,6,11,11,0,2,2,0,12,0,12,0,0,0,37,9,28,32,21,11
nagaland,madhya pradesh,317,190,127,77,72,5,28,25,3,2,2,0,26,0,26,8,5,3,83,34,49,93,52,41
nagaland,gujarat,344,230,114,63,56,7,47,45,2,3,3,0,23,0,23,3,2,1,53,19,34,152,105,47
nagaland,daman & diu,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1
nagaland,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nagaland,maharashtra,609,355,254,108,95,13,19,16,3,11,10,1,18,0,18,11,7,4,137,39,98,305,188,117
